location,id,latitude
"[48.04583076476158,29.330396902877702]","""59483af728980c0037c3556f""",48.0458307647616
"[47.96441723895838,29.278652098927303]","""5958d2c9201f5500375b2353""",47.9644172389584
"[47.97857795,29.329977233333338]","""596628a537f2350037afd000""",47.97857795
"[48.06388679,29.23564156]","""5a200a9ec91700003a84a6b5""",48.06388679
"[47.8312914,29.3164231]","""5b45c815fdbc8b00255ba4e3""",47.8312914
"[48.02500666666666,29.359293333333333]","""5b5476e2f8bb0d001a312767""",48.0250066666667
"[48.01504,29.30465]","""5b5723b4c6e8ec001aa41b55""",48.01504
"[48.0008733,29.3651649]","""5b757d2646fbd40024aa1b09""",48.0008733
"[48.0888025,29.16432194]","""5b826d183afae500202fb86a""",48.0888025
